"Include","Confidence","Name","Brand","Model","Category","Description","ImagePath","ImageUrl","SourcePage","ListingType","CallForPrice","Quantity","Status","Published","Featured","DisplayOrder","ExcludeReason"
"YES","93","BTS 1030 – Features and Benefits","Wacker","","Engines","The units are driven by fully encapsulated, air-cooled two-stroke petrol engines with electronically controlled ignition systems. Designed for excellent combustion performance, low fuel consumption and lower emission values. | A three-stage foam pre-filter, a paper lamellar filter and a nylon filter protect the machines from dust. | A special decompression valve in connection with an ""Off-On-Choke"" switch makes starting the engine easy. | The handle position and the vibration damping - separation of oscillating and static mass - were developed in close cooperation with the Fraunhofer-Gesellschaft institute. | The aluminum protective hood, the high capacity plastic tank with its twin-skinned bottom, the new belt tensioning system with correct tension display and which can be adjusted without tools plus the easy remounting of the disc from a central to an outer position.","images/wacker/bts1030.jpg","https://billsequipment.mydomain.com/images/wacker/bts1030.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","870",""
"YES","93","Wacker Engine","Wacker","","Engines","BTS 930 – Features and Benefits | The units are driven by fully encapsulated, air-cooled two-stroke petrol engines with electronically controlled ignition systems. Designed for excellent combustion performance, low fuel consumption and lower emission values. | A three-stage foam pre-filter, a paper lamellar filter and a nylon filter protect the machines from dust. | A special decompression valve in connection with an ""Off-On-Choke"" switch makes starting the engine easy. | The handle position and the vibration damping - separation of oscillating and static mass - were developed in close cooperation with the Fraunhofer-Gesellschaft institute. | The aluminum protective hood, the high capacity plastic tank with its twin-skinned bottom, the new belt tensioning system with correct tension display and which can be adjusted without tools plus the easy remounting of the disc from a central to an outer position.","images/wacker/bts%20930.jpg","https://billsequipment.mydomain.com/images/wacker/bts%20930.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","880",""
"YES","93","Wacker Engine","Wacker","","Engines","EH 27 – Features and Benefits | Driven by the powerful, reliable and tested, low emission WACKER 2-stroke petrol engine WM 80. A distinguishing feature is the low fuel consumption. | Easy-to-start thanks to incorporated centrifugal clutch and an easy-to-operate carburetor. A specially designed protective hood, which is made of shock-resistant plastics, ensures excellent cooling of the engine as well as good noise suppression. The operator is fully protected against inadvertent with live power lines or similar. The excellent vibration-damping of the operating handles provide excellent operator comfort and long operating times. Central greasing point - fast and simple on-site lubrication with a small hand-held grease gun. Integrated, large-capacity fuel tank allows for long, uninterrupted working periods. Economical to use.","images/wacker/eh27.jpg","https://billsequipment.mydomain.com/images/wacker/eh27.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","890",""
"YES","100","EG2500","Honda","EG2500","Generators","Thanks to Honda’s legendary OHV commercial grade engine and superior alternator components, the Honda generator can provide quality power and performance required in commercial applications. This generator is housed in a protective tube frame and offers commercial grade toughness at a value price. Commonly used on job sited for basic power requirements while operating professional saws and drills.","images/honda/eg2500-150.gif","https://billsequipment.mydomain.com/images/honda/eg2500-150.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","900",""
"YES","100","Yamaha EF1000","Honda","EF1000","Generators","The EF1000 is the most popular Yamaha generator — and no wonder. It's extremely quiet and offers 120V AC and 12V DC — that's why it's a real hit with all types of outdoor adventurers. The EF1000 is small, easy to carry and can run a microwave, washing machine or small refrigerator. This quiet generator can run for over six hours without refueling. It delivers 1000 watts of maximum AC output with outstanding fuel efficiency. Built-in handle makes carrying a snap. Includes 12-volt DC output with protector for charging 12-volt batteries at 10-amp charge rate (charge cables included).","images/honda/ef1000.gif","https://billsequipment.mydomain.com/images/honda/ef1000.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","910",""
"YES","100","Yamaha EF12000DE","Honda","EF12000DE","Generators","With 50 amps and 120/240 dual voltage output, there's not much the EF12000DE can't handle during a power outage. The EF12000DE is our highest output gasoline-powered 120/240-volt output generator — and it can be converted to run on propane or LP gas. It uses a twin-cylinder 653cc, 4-stroke, OHV engine to deliver 12,000 watts maximum AC output with outstanding fuel efficiency. It provides over 10 hours of continuous, super-quiet operation without refueling to power up super-heavy-load equipment like air compressors, table saws, and more.","images/honda/ef12000.gif","https://billsequipment.mydomain.com/images/honda/ef12000.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","920",""
"YES","100","Yamaha EF4600DE","Honda","EF4600DE","Generators","The EF4600DE is a true workhorse — and it represents a genuine value. This is the lowest-priced full-feature generator that is capable of running multiple appliances all at once. In addition, it can be converted to run on propane or LP gas — that makes it appealing to cabin owners. The electric-starting EF4600DE (with automatic choke and recoil backup) uses a 301cc, 4-stroke, OHV engine to deliver full-time dual-voltage (120/240V) power for over 10 hours of continuous running on a tank of gas. Fuel-saving automatic idle control lowers engine speed when generator is at no load.","images/honda/ef4600.gif","https://billsequipment.mydomain.com/images/honda/ef4600.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","930",""
"YES","100","Yamaha EF6600DE","Honda","EF6600DE","Generators","When your customer wants a lot of power, then the EF6600DE is a logical choice. It's capable of running most homes in an emergency situation... and it can be converted to run on propane or LP gas. The EF6600DE has the same exterior dimensions as the EF4600DE, yet it delivers 2,000 watts more power. The EF6600DE uses a 357cc, 4-stroke, OHV engine to produce serious, full-time dual-voltage power to take on heavy-load tasks like air conditioners and refrigerators. This generator provides 8.3 hours of continuous operation without refueling. And its electric starter ensures hassle-free starting.","images/honda/ef6600.gif","https://billsequipment.mydomain.com/images/honda/ef6600.gif","https://billsequipment.mydomain.com/honda.htm","product","YES","1","active","YES","NO","940",""
"YES","100","BLW-400SS","Multiquip","BLW-400SS","Generators","Multiquip's full-featured, engine-driven welder/generator lines are ideal for an astounding number of job site applications. | | This rugged diesel-powered combination welder/generator can draw AC power and serve as a welder simultaneously because it sparks up to 400 amps as a welder and 14kW as a generator (single phase). A 31-horsepower Kubota V1205 engine powers the which continues to give operators the smoother arc characteristics and more consistent, quality welds they desire.","images/multiquip/BLW-400SSW.gif","https://billsequipment.mydomain.com/images/multiquip/BLW-400SSW.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","950",""
"YES","100","GLW-180H","Multiquip","GLW-180H","Generators","Multiquip’s full-featured, engine-driven welder/generator lines have weather-resistant housings and are suitable for a wide variety of outdoor applications. | | This Honda-powered combination welder/generator is ideal for job-site and remote-area service applications. The durable produces 50-180 amps as a welder and 4.5kW as a generator (single phase) and features a number of technical advances. The operator can draw AC power and weld simultaneously. An 11-horsepower Honda GX340 gasoline engine powers the .","images/multiquip/glw180.gif","https://billsequipment.mydomain.com/images/multiquip/glw180.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","960",""
"YES","100","SDW-225SS","Multiquip","SDW-225SS","Generators","Not every welder/generator offers simultaneous AC/DC operation. | | But the does! It operates as a 6kW generator and 225-amp welder and is ideally suited for SMAW, FCAW, GMAW, GTAW and ACAC welding processes. Powered by a 12-horsepower Kubota Z482 diesel engine, the is a brushless machine with a weather-resistant housing making it suitable for numerous applications. The welder/generator regulates voltage at 2 percent.","images/multiquip/SDW225ss1.gif","https://billsequipment.mydomain.com/images/multiquip/SDW225ss1.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","970",""
"YES","100","TLW-300SS","Multiquip","TLW-300SS","Generators","Power, accuracy and efficiency aren’t the only things to consider when picking a welder. Noise levels shouldn’t be overlooked. | | Multiquip’s is one of the quietest welder/generators available emitting an impressive 65dBA at 23 feet. The unit produces up to 300 amps as a welder and 10.5 kW as a generator and is fueled by a 19-horsepower Kubota D722 diesel engine. Voltage regulation is maintained at 1.5 percent and standard features include safety shutdowns, and external water, oil and fuel drains.","images/multiquip/TLW-300SS.gif","https://billsequipment.mydomain.com/images/multiquip/TLW-300SS.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","980",""
"YES","93","G 2.5A","Wacker","","Generators","Portable Generator, 2.5kVA, 60Hz | Portable power, when and where you need it | High performance portable generators to fit your job and budget. WACKER generators are built for construction, industrial, commercial, domestic and farm applications. They feature a heavy-duty, lightweight compact frame that provides jobsite protection while reducing storage space requirements. A central eye can accommodate a 3in/75mm hook for easy lifting.","images/wacker/g25.gif","https://billsequipment.mydomain.com/images/wacker/g25.gif","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","990",""
"YES","93","G 25","Wacker","","Generators","Mobile generator skid mounted | Application | Heavy-duty, compact, sound-attenuated generators designed to provide single and three phase power for construction, commercial, and industrial applications where reliable power is needed.","images/wacker/g25mobile.gif","https://billsequipment.mydomain.com/images/wacker/g25mobile.gif","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","1000",""
"YES","93","Wacker Generator","Wacker","","Generators","G 50 | Mobile generator skid mounted | Application | Heavy-duty, compact, sound-attenuated generators designed to provide single and three phase power for construction, commercial, and industrial applications where reliable power is needed.","images/wacker/g50mobile.gif","https://billsequipment.mydomain.com/images/wacker/g50mobile.gif","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","1010",""
"YES","93","Wacker Generator","Wacker","","Generators","G 5.6A | 60Hz Portable Generator | Portable power, when and where you need it | High performance portable generators to fit your job and budget. WACKER generators are built for construction, industrial, commercial, domestic and farm applications. They feature a heavy-duty, lightweight compact frame that provides jobsite protection while reducing storage space requirements. A central eye can accommodate a 3in/75mm hook for easy lifting.","images/wacker/g56.gif","https://billsequipment.mydomain.com/images/wacker/g56.gif","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","1020",""
"YES","93","Ideal for","EDCO","","Mortar & Plaster Equipment","Scarifier Assemblies are high carbon steel cutter assemblies in steel cases. | - Standard cutters last 3 to 6 hours | - Heavy-duty cutters last 8 to 12 hours | : | *Breaking up hard surfaced deposits of oil-dri, fiberglass, grout or plaster | *Removing concrete buildup | *Leveling brick or wood block floors | *Initial grinding of rough, broom-finished concrete | *Preparing surfaces for overlayments | *Tile floors | *Texturing slippery floors","images/edco/scarifierassemblies.jpg","https://billsequipment.mydomain.com/images/edco/scarifierassemblies.jpg","https://billsequipment.mydomain.com/edco.htm","product","YES","1","active","YES","NO","1030",""
"YES","93","Ideal for","EDCO","","Mortar & Plaster Equipment","The Surfacer Disc assembly is easily assembled for heavy-duty surface build-up removal. The cutter wheels can be positioned to meet removal needs. | | Removal of industrial build-ups, tar, rubber, fiberglass, grout or plaster | Roughening concrete | Grinding asphalt","images/edco/surfacerdisc.jpg","https://billsequipment.mydomain.com/images/edco/surfacerdisc.jpg","https://billsequipment.mydomain.com/edco.htm","product","YES","1","active","YES","NO","1040",""
"YES","100","M-60, M-80, M-90, M120/121 | Models Available","MBW","M-60","Mortar & Plaster Equipment","Often viewed as a commodity, lower production cost is usually seen as the over-riding goal in mortar mixer manufacturing. It shows ­ overall mortar mixer quality and life have been deteriorating for the last 20 years. MBW has chosen the less traveled, higher ground; we have not sacrificed mixer quality. You may pay a little more for a MBW Mortar Mixer, but the returns in lower maintenance and longer life are worth consideration. We're so confident in the superiority of MBW's mixers that we simply encourage you to take a look and draw your own conclusions. Here's a short list of things to compare: paddle shaft and clamping design, bearing capacity, trunion and pillow block quality, frame strength, drive gears, belt tension mechanism, drum latch/lock system, drum and grill weldments, engine shroud, front leg design, material types and gauge throughout the mixer. | MBW's latest addition... the MM121 Hydraulic Mixer. This completion to the mixer line was created with the goals of high production performance, producing less user fatigue and a longer lasting product that requires less maintenance. The final components chosen for this mixer include high torque output motor and a manually operated valve block for controlling the motor and dumping cylinder. The performance of the Hydraulic Mixer is close to that of the MM120 Gearbox Mixer, while providing the added benefits of a powered dump system and a reversible motor. Other features included are a suction strainer and a return line filter to protect the hydraulic system, a 15-gallon capacity in the oil tank to keep temperatures down, and the same torsion axle as the MM120 to provide smooth towing. The MM121 features redesigned paddles which are set at 45°, rather than 55° as they are on the current mixers. The new paddles will reduce torque requirement of the main shaft while not compromising the mixing performance.","images/mbw/mixer_a.jpg","https://billsequipment.mydomain.com/images/mbw/mixer_a.jpg","https://billsequipment.mydomain.com/mbw.htm","product","YES","1","active","YES","NO","1050",""
"YES","100","Mayco Plaster/Mortar/Fireproofing (MG-30)","Multiquip","MG-30","Mortar & Plaster Equipment","Mayco's MG-30 is a dependable, built-to-last workhorse that exceeds your plaster and fireproofing expectations. | | The MG-30 is ideal for applications including high-production placement of exterior stucco, sand/cement exterior basecoat, gypsum plaster and lightweight aggregate, interior basecoat plaster, and pool plaster Pebble-Tec. It is available as a pump only unit or a combination pump and mixer both mounted on the same trailer. The mixer is driven by an 8.5-HP Hatz diesel engine. For high-volume fireproofing applications, the pump stroke quickly and easily converts to long stroke.","images/multiquip/mg30.gif","https://billsequipment.mydomain.com/images/multiquip/mg30.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","1060",""
"YES","100","Plaster/Mortar Mixer (EM-120SM-E51)","Multiquip","EM-120SM-E51","Mortar & Plaster Equipment","For those who are not big fans of hydraulic drive mixers, Essick’s plaster/mortar mixers are also offered as mechanical drive units. | | The EM-120SM-E51 mixes 12-cubic feet (340 liters) of material and is powered by a 230/460V single-phase electric motor. This mechanical drive mixer is reliable, easy to maintain and it is fit for practically every application imaginable. The EM-120SM-E51 features a drive gear and multiple disc clutch immersed in oil and fully protected for long, trouble-free life. The mixer is effective with larger, stiffer mixes and the drive system eliminates wear components like V-belts, external gears and pulleys.","images/multiquip/em-120s.gif","https://billsequipment.mydomain.com/images/multiquip/em-120s.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","1070",""
"YES","93","Cyclone 488 XR","Spray Force","","Mortar & Plaster Equipment","The 's hydraulic drive allows for infinite speed control for your various pumping requirements. You can dial in any speed that you require. The is an extremely versatile machine that can pump acoustic, drywall texture, fireproofing, grout, sand/finish color plaster and EIFS materials.","images/sprayforce/cyclone-488-xr-hopper-3.jpg","https://billsequipment.mydomain.com/images/sprayforce/cyclone-488-xr-hopper-3.jpg","https://billsequipment.mydomain.com/sprayforce.htm","product","YES","1","active","YES","NO","1080",""
"YES","93","Spray Force Engine","Spray Force","","Mortar & Plaster Equipment","The Super Texan | The Super Texan is designed for small jobs. It is equipped with a 2L3 Rotor-Stator Pump that can pump 5 Gallons per minute (based on water) The polegun is air controlled and the engine is a rope start. The Super Texan is versatile and can pump drywall texture, sand finish, fireproofing, acoustic, finish coat for traditional plaster and many other highly viscous and abrasive materials. However, the lack of speed control limits its use in many applications. An optional by-pass valve is available for use when pumping drywall texture only.","images/sprayforce/texan.gif","https://billsequipment.mydomain.com/images/sprayforce/texan.gif","https://billsequipment.mydomain.com/sprayforce.htm","product","YES","1","active","YES","NO","1090",""
"YES","100","Mortar Mixer - 1285pm Gas","Stone","B78","Mortar & Plaster Equipment","Reliable Totally Enclosed Drive | 12 cu. ft., 3 to 4 bag capacity | 56"" axle/cantilever springs/safety chain. | High speed B78 x 13 (25"" dia.) turnpike tires. | Patented ""Power Blend"" mixing action. | Optional curved steel blades for plaster and fireproofing. | Lift away safety guard. | Exclusive full year warranty (limited) on totally enclosed gear drive.","images/stonemixers/1285pm.jpg","https://billsequipment.mydomain.com/images/stonemixers/1285pm.jpg","https://billsequipment.mydomain.com/stone.htm","product","YES","1","active","YES","NO","1100",""
"YES","100","1/2"" High-Speed Drill","Bosch","1033VSR","Power Tools","Model 1033VSR | Features: | *8.0 Amp all ball bearing motor, 0-850 RPM | *Heavy duty, keyed chuck | *Variable speed, soft grip trigger, with reversing switch - For greater control | *Two finger trigger design and lock-on button - For *ease of operation | *Ergonomic handle with soft grip - For increased comfort | *Precision cut steel gears | *Magnesium front housing - For increased durability | *Extra long 8' rubber cord with 3-prong grounded plug | *360° auxiliary handle with optional depth gauge","images/bosch/1033VSR.jpg","https://billsequipment.mydomain.com/images/bosch/1033VSR.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","1610",""
"YES","100","1/2"" High-Torque Drill","Bosch","1034VSR","Power Tools","Model 1034VSR | Features: | *8.0 Amp all ball bearing motor, 0-550 RPM | *Heavy duty, keyed chuck | *Variable speed, soft grip trigger, with reversing switch - For greater control | *Two finger trigger design and lock-on button - For ease of operation | *Ergonomic handle with soft grip - For increased comfort | *Precision cut steel gears | *Magnesium front housing - For increased durability | *Extra long 8' rubber cord with 3-prong grounded plug | *360° auxiliary handle with optional depth gauge","images/bosch/1034VSR.jpg","https://billsequipment.mydomain.com/images/bosch/1034VSR.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","1620",""
"YES","100","1-9/16"" Spline Combination Hammer","Bosch","11248EVS","Power Tools","Model 11248EVS | Features: | *Spline/round hex bit system - tool-free bit changes, with automatic bit locking | *Auto-Max® dial - variable speed dial designed to automatically insure the maximum speed and power every time the tool is plugged in | *Constant Responseâ„¢ Circuitry - Provies soft-start, maintains constant speed under load, provides overload protection | *""Combination"" dual mode selector - 2 modes of operation, rotary hammer and hammer only mode | *TurboTM Power - delivers 20% more power in hammer only mode | *Service Minder TM light - indicates when preventative maintenance is required | *Power light - ensures operator that power feed is on | *Vario-LockTM positioning - rotates and locks chisel into 12 different positions to optimize working angle | *Patented cord turret - provides added flexibility and reduces cord wear | *Vibration dampening handle - reduces vibration up to 40%, providing uncompromising user comfort for extended periods of work","images/bosch/11248EVS.jpg","https://billsequipment.mydomain.com/images/bosch/11248EVS.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","1630",""
"YES","100","7"" Large Angle Grinder","Bosch","1752G7","Power Tools","Model 1752G7 | Features: | *15 Amps, 6,000 RPM | *Lock-on/off switch - for extended use applications | *AC/DC capability - extends the versatility of the tool by working from DC outlets such as welders and generators | *Reinforced armature windings - protects the motor against abrasive dust and metal debris | *Service MinderTM brushes - eliminates guesswork, stops the tool when preventive maintenance is required | *5/8"" - 11 Spindle - wide flexibility for mounting most popular accessories | *Spindle lock - for quick wheel changes | *Precision spiral bevel gears - quality engineering and construction for smooth power transmission | *3-Position auxiliary handle - specifically designed for multiple hand positions, provides maximum versatility and control | *Double Insulated, UL listed, complies to OSHA","images/bosch/1752G7_01.jpg","https://billsequipment.mydomain.com/images/bosch/1752G7_01.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","1640",""
"YES","100","9"" Large Angle Grinder","Bosch","1754G","Power Tools","Model 1754G | Features: | *15 Amps, 6,000 RPM | *Exclusive rotating handle design - rotates in either direction for hard to reach locations | *Lock-on/off switch - for extended use applications | *AC/DC capability - Extends the versatility of the tool by working from DC outlets such as welders and generators | *Reinforced armature windings - Protects motor against abrasive dust and metal debris | *Service MinderTM brushes - Eliminates guesswork, stops the tool when preventive maintenance is required | *5/8"" - 11 Spindle - Wide flexibility for mounting most popular accessories | *3-Position side handle - specifically designed for multiple hand positions, provides maximum versatility and control | *Spindle lock - for quick wheel changes | *Ergonomic design - slim handle for a comfortable fit, with on-handle switch for easy operation","images/bosch/1754G_01.jpg","https://billsequipment.mydomain.com/images/bosch/1754G_01.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","1650",""
"YES","100","SDS-max® Demolition Hammer","Bosch","11318EVS","Power Tools","Model 11318EVS | Features: | *SDS-max® bit system - tool-free bit changes with automatic bit locking, dust protection and maximum impact energy transfer rate | *Auto-Max® dial - variable speed dial designed to automatically insure the maximum speed and power every time the tool is plugged in | *Constant ResponseTM Circuitry - Provides soft-start, maintains constant speed under load, provides overload protection | *Service MinderTM light - indicates when preventative maintenance is required | *Power light - ensures operator that power feed is live | *Vario-LockTM positioning - rotates and locks chisel into 12 different positions to optimize working angle | *Innovative service modules - designed so a qualified service technician can quickly replace the brushes and cord | *Patented cord turret - provides added flexibility and reduces cord wear | *Vibration dampening handle - reduces vibration up to 40%, providing uncompromising user comfort for extended periods of work | *Grounded design, UL listed, complies to OSHA","images/bosch/11318EVS.jpg","https://billsequipment.mydomain.com/images/bosch/11318EVS.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","1660",""
"YES","100","SDS-max® Demolition Hammer","Bosch","11316EVS","Power Tools","Model 11316EVS | Features: | *SDS-max® bit system - tool-free bit changes with automatic bit locking, dust protection and maximum impact energy transfer rate | *Variable-speed dial - for controlled chipping applications | *Constant ResponseTM Circuitry - Provides soft-start, maintains constant speed under load, provides overload protection | *Service MinderTM light - indicates when preventative maintenance is required | *Vario-LockTM positioning - rotates and locks chisel into 12 different positions to optimize working angle | *Padded rear handle - absorbs shock for operator comfort | *360° Auxiliary handle - provides a wide range of movement along with operator comfort | *Double insulated, UL listed, complies to OSHA","images/bosch/11316EVS.jpg","https://billsequipment.mydomain.com/images/bosch/11316EVS.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","1670",""
"YES","93","Ideal for","EDCO","","Power Tools","Features | *Will grind appox. 350-500 Sq. ft/hr at 1/32"" with EDCO Dyma-Serts. | *22"" working width | *Gas, electric & propane power options available | *Includes 2 multi-accessory discs, which accept Dyma-Serts, Strip-Serts and all other grinder accessories | *Counter-rotating discs prevent machine from pulling side to side - and give operator greater control | *6 grinding accessories required per loading | | | *Large or small areas | *Light grinding or cleaning of concrete surfaces | *Leveling uneven joints | *Removing mastics, thin-set, high spots, epoxies and urethanes | *Lightly texturing slippery concrete surfaces","images/edco/2gc.jpg","https://billsequipment.mydomain.com/images/edco/2gc.jpg","https://billsequipment.mydomain.com/edco.htm","product","YES","1","active","YES","NO","1680",""
"YES","93","9069 - 9"" Angle Grinder","Makita","","Power Tools","Features | *15 AMP motor delivers more output power for increased performance | *6,600 RPM for fast stock removal and high production efficiency | *Large trigger switch for easy operation; lock-on feature | *Labyrinth construction seals motor and bearings from contamination | *Switch handle can be rotated either 90° left or right | *Automatic brush cut-out system | *Double insulated | | | 9069 - 9""","images/makita/9069_m.gif","https://billsequipment.mydomain.com/images/makita/9069_m.gif","https://billsequipment.mydomain.com/makita.htm","product","YES","1","active","YES","NO","1690",""
"YES","93","9527NB - 4-1/2"" Angle Grinder","Makita","","Power Tools","9527NB | ! | | | Labyrinth Construction Protects Against Contamination | | Features | *Small circumference barrel grip for easy handling | *Powerful 6.4 AMP motor | *Switch is located on top of the motor housing | *Spindle lock for easy wheel changes | * Side handle can be installed on either side of tool for operator convenience","images/makita/9527nb_m.gif","https://billsequipment.mydomain.com/images/makita/9527nb_m.gif","https://billsequipment.mydomain.com/makita.htm","product","YES","1","active","YES","NO","1700",""
"YES","100","HP2010N - 3/4"" Hammer Drill (2-Speed, Variable Speed, Reversible)","Makita","HP2010N","Power Tools","HP2010N | ! | | | Industrial Metal Gear Housing for Long Lasting Durability | | Features | *2-speed gear change for ideal speed and power | *Variable speed switch for easy starting of holes | * Depth gauge for ""drop-in"" type anchors | *Powerful 6 AMP motor for continuous use | *All ball and needle bearings for long tool life | *Adjustable side handle for greater control | *Double insulated","images/makita/hp2010n_m.gif","https://billsequipment.mydomain.com/images/makita/hp2010n_m.gif","https://billsequipment.mydomain.com/makita.htm","product","YES","1","active","YES","NO","1710",""
"YES","100","HR3851 - 1-1/2"" Rotary Hammer (Spline, AC/DC)","Makita","HR3851","Power Tools","HR3851 | ! | | | Air Cushion Design for Hard Hitting and Fast Drilling | | Features | *All ball and needle bearings for longer tool life | *Powerful 10 AMP motor for continuous heavy duty work | *Torque limiting clutch | *Easy lever change from ""rotary hammering"" to ""hammering only"" | *Automatic brush cutoff to advise maintenance schedule and to protect motor | *""Spline"" type drive system for maximum power | F*actory grease packed for reduced maintenance","images/makita/hr3851_m.gif","https://billsequipment.mydomain.com/images/makita/hr3851_m.gif","https://billsequipment.mydomain.com/makita.htm","product","YES","1","active","YES","NO","1720",""
"YES","100","HR5000 - 2"" Rotary Hammer (Spline, AC/DC)","Makita","HR5000","Power Tools","Air Cushion Design for Hard Hitting and Fast Drilling | | Features | *All ball and needle bearings for longer tool life | *Powerful 11 AMP motor for heavy duty use | *Torque limiting clutch | *""Spline"" type drive system for maximum power | *Easy lever change from ""hammering only"" or ""rotation with hammering"" | *Automatic brush cut-out system to protect motor | *Large comfortable grip swivels 360° for easy handling | * Factory grease packed for reduced maintenance","images/makita/hr5000_m.gif","https://billsequipment.mydomain.com/images/makita/hr5000_m.gif","https://billsequipment.mydomain.com/makita.htm","product","YES","1","active","YES","NO","1730",""
"YES","93","11 Amp Orbital Action Super Sawzall | (6521-21)","Milwaukee","","Power Tools","Orbital action has been added to the heavy duty 11 amp Super Sawzall® Reciprocating Saw for even more aggressive cutting applications in wood. The orbital action selector allows the user to set the degree of orbital action for faster cutting in thick materials. This tool incorporates the patented gear protection system which absorbs high impact forces caused by sudden blade lock-up thereby extending the life of the tool even under the most extreme cutting conditions. The patented counter balance mechanism makes the Super Sawzall the smoothest operating, most vibration free saw in the world. Trigger speed control allows the operator to match the speed of the tool to the application. The new heavy duty steel Quik-Lok™ blade clamp system enables the user to change blades fast and easy without the use of a hex wrench.","images/milwaukee/6521-21.jpg","https://billsequipment.mydomain.com/images/milwaukee/6521-21.jpg","https://billsequipment.mydomain.com/milwaukee.htm","product","YES","1","active","YES","NO","1740",""
"YES","93","4-1/2 in. Sander/Grinder (6140-6)","Milwaukee","","Power Tools","The 6140-6 4-1/2 inch 5.5 amp grinder is ideal for getting into tight spaces where other grinders can not. Its low profile and light weight make it perfect for those lighter duty sanding and grinding projects. The tool is double insulated (two prong cord) and incorporates the industry standard 5/8-11 threaded arbor. Like its heavy duty big brothers, it also has spiral bevel gears for optimum transmission of torque to the work piece. The comfortable body grip style is easy to hold onto, and in conjunction with the supplied side handle, allows for maximum operator control. The side handle can be attached in three locations. The wheel guard can be moved around the spindle (without the use of tools) for greatest operator protection. Sold as a grinder with guard, this tool can be used as a sander when a 4-1/2 inch backing pad and disc are attached.","images/milwaukee/6140-6.jpg","https://billsequipment.mydomain.com/images/milwaukee/6140-6.jpg","https://billsequipment.mydomain.com/milwaukee.htm","product","YES","1","active","YES","NO","1750",""
"YES","93","5 in. Sander/Grinder","Milwaukee","","Power Tools","For those who want a bit more time between wheel changes and have a bit more room to work, the 6141 5 inch 5.5 amp grinder offers solutions to limited space grinding. Its low profile and light weight make it perfect for those lighter duty sanding and grinding projects. The tool is double insulated (two prong cord) and incorporates the industry standard 5/8-11 threaded arbor. Like its heavy duty big brothers, it also has spiral bevel gears for optimum transmission of torque to the work piece. The comfortable body grip style is easy to hold onto, and in conjunction with the supplied side handle, allows for maximum operator control. The side handle can be attached in three locations. The wheel guard can be moved around the spindle (without the use of tools) for greatest operator protection. Sold as a grinder with guard, this tool can be used as a sander when a 5 inch backing pad and disc are attached.","images/milwaukee/6141.jpg","https://billsequipment.mydomain.com/images/milwaukee/6141.jpg","https://billsequipment.mydomain.com/milwaukee.htm","product","YES","1","active","YES","NO","1760",""
"YES","93","Adjustable Position Electromagnetic Drill Press with No. 3 MT Motor | (4208-1)","Milwaukee","","Power Tools","This combination unit features the 4203 adjustable position, variable speed base and the 4297-1 1-1/4 in. drill motor. All you need is a bit and you are ready to drill into any ferrous material 1/2 in. and thicker.","images/milwaukee/4208-1.jpg","https://billsequipment.mydomain.com/images/milwaukee/4208-1.jpg","https://billsequipment.mydomain.com/milwaukee.htm","product","YES","1","active","YES","NO","1770",""
"YES","93","Adjustable Position Electromagnetic Drill Press with No. 3 MT Motor | (4209-1)","Milwaukee","","Power Tools","This combination unit features the 4203 adjustable position, variable speed base and the 4292-1 1-1/4 in. drill motor. All you need is a bit and you are ready to drill into any ferrous material 1/2 in. and thicker.","images/milwaukee/4209-1.jpg","https://billsequipment.mydomain.com/images/milwaukee/4209-1.jpg","https://billsequipment.mydomain.com/milwaukee.htm","product","YES","1","active","YES","NO","1780",""
